Name,Listing_type,Location,Rating,Host,Beds,DiscountedPrice,OriginalPrice,Latitude,Longitude,State,Country,ZipCodes,Codes
"Modern Ski Chalet, 10mins to Skiing, Hot Tub & Mountain Views",Entire chalet,Whitefish,,Exceptional,3,0,0,48.450293,-114.33828531635987,Montana,United States,59937,us
Sea Breeze 119 by Bender Vacation Rentals,Entire apartment,Gulf Shores,8.5,Very good,4,0,0,30.2711224,-87.6893826,Alabama,United States,36542,us
"The WILLA on 7th, located in Downtown BENTONVILLE!",Entire holiday home,Bentonville,9.3,Superb,4,0,0,36.3728538,-94.2088172,Arkansas,United States,72712,us
Private Beach Haven with All of the Comforts,Entire holiday home,Herbster,,Exceptional,1,0,0,46.8324331,-91.2610177,Wisconsin,United States,54844,us
Los Cabos III Condominiums,Entire apartment,South Padre Island,7.1,Good,4,0,0,26.1036887,-97.1646938,Texas,United States,78597,us
"Bright & Airy 2BR, 3 Blocks From The Beach",Entire apartment,Ventnor City,7.2,Good,1,0,0,39.3405045,-74.4773916,New Jersey,United States,08406,us
@ Marbella Lane - Waterfront 2BR Whidbey Island,Entire holiday home,Coupeville,9.3,Superb,4,0,0,48.9105864,4.6239934,Grand Est,France,51240,fr
Beachfront 2BR 3BA Condo CozySuites at Showboat,Entire apartment,Atlantic City,7.9,Good,5,0,0,39.3642852,-74.4229351,New Jersey,United States,08402,us
"Ocean Walk, 2 Bedrooms, Sleeps 6, Ocean Views, New Pool",Entire holiday home,Palm Coast,8.0,Very good,4,0,0,29.5541432,-81.2207673,Florida,United States,32137,us
Two Bedroom Apartment at the Palace Resort,Entire apartment,Myrtle Beach,7.5,Good,4,0,0,33.6956461,-78.8900409,South Carolina,United States,29577,us
Boardwalk CozySuites Beachfront 2BR 3BA Condo,Entire apartment,Atlantic City,7.8,Good,5,0,358,39.3642852,-74.4229351,New Jersey,United States,08402,us
Phillips Historic Motel & Cottages,Entire bungalow,Robbinsville,7.9,Good,4,0,0,35.3227597,-83.8069988,North Carolina,United States,28771,us
Centrally Located Coffee Bar & Comfort 3,Entire apartment,Fairbanks,7.6,Good,1,0,346,64.837845,-147.716675,Alaska,United States,99703,us
@ Marbella Lane 2BR Lower Level House in Downtown San Jose,Entire apartment,San Jose,8.0,Very good,4,0,0,37.3361663,-121.890591,California,United States,95113,us
Corry Bungalow,Entire holiday home,Pensacola,9.2,Superb,3,0,0,30.421309,-87.2169149,Florida,United States,32503,us
Escape to Bearadise,Entire holiday home,Big Bear Lake,,Exceptional,4,0,0,34.2440587,-116.91018,California,United States,92315,us
Moondrifter 506 By ZIA,Entire apartment,Panama City Beach,8.8,Fabulous,4,0,266,30.1765914,-85.805386,Florida,United States,32408,us
Red Roof,Entire holiday home,Stanley,8.3,Very good,2,0,0,-51.6950575,-57.8491693,,Falkland Islands,,fk
West NewYork NJ Cozy 2bed apt backyard to stay,Entire apartment,West New York,,Exceptional,3,0,0,40.7856117,-74.0093129,New Jersey,United States,07093,us
A Humble Hilltop Hideaway,Entire holiday home,Big Bear City,8.7,Fabulous,2,0,0,34.267886,-116.84859785319148,California,United States,92314,us
Trifecta Historic Brick 2BR Getaway Superhost,Entire apartment,Durham,9.0,Superb,3,452,0,35.996653,-78.9018053,North Carolina,United States,27701,us
Paris luxury,Entire apartment,Hallandale Beach,8.0,Very good,1,3089,0,25.9812025,-80.148379,Florida,United States,33009,us
Luxurious Fort Lauderdale Pool Home,Entire holiday home,Fort Lauderdale,,Exceptional,2,1567,0,26.1223084,-80.1433786,Florida,United States,33301,us
"Oceanfront, 2BR, 2BA Condo, St. Regis #3213, Topsail, NC",Entire apartment,North Topsail Beach,9.1,Superb,3,735,0,34.4901665,-77.43163,North Carolina,United States,28460,us
General Butler State Resort Park,2 entire holiday home,Carrollton,7.7,Good,2,1050,0,32.9537349,-96.8902816,Texas,United States,75006,us
Woodland Retreat,Entire holiday home,Hancock,8.8,Fabulous,4,517,0,40.3941712,-91.1458063,Illinois,United States,62321,us
Cozy Isle,Entire apartment,Port Aransas,8.0,Very good,3,542,0,27.8332175,-97.0618324,Texas,United States,78373,us
"Surfside Six E, 2 Bedrooms, Ocean Front, Sleeps 6, Wireless Internet",Entire apartment,St. Augustine,8.4,Very good,4,1799,0,29.8946952,-81.3145395,Florida,United States,32084,us
Hacienda del Sol II - 513,Entire apartment,New Smyrna Beach,9.0,Superb,4,1190,0,29.0258132,-80.9271271,Florida,United States,32168,us
Waterway Village by Palmetto Vacations,Entire apartment,Myrtle Beach,7.3,Good,1,456,0,33.6956461,-78.8900409,South Carolina,United States,29577,us
Dune With A View,Entire holiday home,Lincoln City,8.0,Very good,2,2014,0,44.9617922,-124.0159522,Oregon,United States,97367,us
Sweet Dreams,Entire holiday home,Dauphin Island,9.2,Superb,3,1548,0,30.2542022,-88.1124817,Alabama,United States,36528,us
The Lodges at Sunset Village,Entire chalet,McHenry,8.5,Very good,1,2274,0,42.3294391,-88.4605713,Illinois,United States,60098,us
Bear Retreat,Entire holiday home,Big Bear Lake,,Exceptional,4,2511,0,34.2440587,-116.91018,California,United States,92315,us
Little Big Pine,Entire holiday home,Big Bear Lake,8.9,Fabulous,3,1983,0,34.2440587,-116.91018,California,United States,92315,us
Chic Paris Beach Getaway - 1mi to beach,Entire holiday home,Boynton Beach,7.3,Good,3,1068,0,26.5256179,-80.0666026,Florida,United States,33435,us
Village Hideaway,Entire holiday home,Big Bear Lake,7.8,Good,3,2851,0,34.2440587,-116.91018,California,United States,92315,us
"Artist Road #30, 2 Bedrooms, Fireplace, Pool Access, Washer/Dryer, Sleeps 4",Entire apartment,Santa Fe,9.0,Superb,3,2489,0,-30.3154739,-61.1645076,Santa Fe,Argentina,,ar
Bear Country Cabin,Entire holiday home,Big Bear City,7.6,Good,3,1983,0,34.267886,-116.84859785319148,California,United States,92314,us
Sea Breeze 305,Entire apartment,Gulf Shores,9.4,Superb,2,700,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Hacienda del Sol II - 116,Entire apartment,New Smyrna Beach,,Exceptional,4,1353,0,29.0258132,-80.9271271,Florida,United States,32168,us
Lake Chelan Resort Condo Pool and Hot Tub Access!,Entire apartment,Manson,8.5,Very good,2,642,0,42.5291439,-94.5341421,Iowa,United States,50563,us
Cottage near Overton Park W/ 5 Large Beds and SOFA,Entire holiday home,"University District, Memphis",9.5,Exceptional,6,410,0,35.1393168,-90.0313529,Tennessee,United States,38163,us
Tides 611,Entire apartment,"Miramar Beach, Destin",,Exceptional,1,1149,0,30.3776819,-86.3415734,Florida,United States,32550,us
Fanciful Winters Lake,Entire holiday home,Big Bear Lake,7.8,Good,2,2479,238,34.2440587,-116.91018,California,United States,92315,us
"Xanadu 19-A, 2 Bedroom, Sleeps 6, Walk to Beach, Large Pool, Free Tennis",Entire apartment,Hilton Head Island,8.6,Fabulous,4,507,310,32.1618488,-80.7512616,South Carolina,United States,29928,us
Coy Cottage,Entire holiday home,Big Bear City,8.2,Very good,3,2975,0,34.267886,-116.84859785319148,California,United States,92314,us
Majestic Sun 403A Home,Entire holiday home,"Miramar Beach, Destin",9.1,Superb,4,885,525,30.3776819,-86.3415734,Florida,United States,32550,us
Shoreline Towers 1052 Condo,Entire apartment,Destin,8.5,Very good,3,1033,286,30.3935337,-86.4957834,Florida,United States,32540,us
Spacious Boardwalk 2BR 3BA Condo by CozySuites,Entire apartment,Atlantic City,8.4,Very good,5,664,250,39.3642852,-74.4229351,New Jersey,United States,08402,us
"Crescent Moon Casita, 2 Bedrooms, Patio, WiFi, Sleeps 4",Entire holiday home,Santa Fe,,Exceptional,2,1829,238,-30.3154739,-61.1645076,Santa Fe,Argentina,,ar
Ocean Time - Steps to the beach! Carolina beach charm surrounds you when your on Ocean Time! condo,Entire apartment,Carolina Beach,7.0,Good,1,714,708,34.0351727,-77.8935966,North Carolina,United States,28428,us
Edgewater Beautiful 2 bedroom 2 bath!,Entire apartment,Panama City Beach,8.1,Very good,3,1388,358,30.1765914,-85.805386,Florida,United States,32408,us
Ariel Dunes II 1007,Entire apartment,"Miramar Beach, Destin",8.3,Very good,1,684,397,30.3776819,-86.3415734,Florida,United States,32550,us
Genoa Golf Condo in Lely Resort,Entire apartment,Naples,9.0,Superb,3,3414,0,40.8358846,14.2487679,Campania,Italia,80132,it
My Ohana Getaway townhouse,Entire holiday home,"Miramar Beach, Destin",9.0,Superb,4,700,0,30.3776819,-86.3415734,Florida,United States,32550,us
Waterway Village by Palmetto Vacations,Entire apartment,Myrtle Beach,7.3,Good,1,0,422,33.6956461,-78.8900409,South Carolina,United States,29577,us
Dune With A View,Entire holiday home,Lincoln City,8.0,Very good,2,0,334,44.9617922,-124.0159522,Oregon,United States,97367,us
Sweet Dreams,Entire holiday home,Dauphin Island,9.2,Superb,3,0,537,30.2542022,-88.1124817,Alabama,United States,36528,us
The Lodges at Sunset Village,Entire chalet,McHenry,8.5,Very good,1,0,328,42.3294391,-88.4605713,Illinois,United States,60098,us
Bear Retreat,Entire holiday home,Big Bear Lake,,Exceptional,4,0,163,34.2440587,-116.91018,California,United States,92315,us
Little Big Pine,Entire holiday home,Big Bear Lake,8.9,Fabulous,3,0,556,34.2440587,-116.91018,California,United States,92315,us
Chic Paris Beach Getaway - 1mi to beach,Entire holiday home,Boynton Beach,7.3,Good,3,0,519,26.5256179,-80.0666026,Florida,United States,33435,us
Village Hideaway,Entire holiday home,Big Bear Lake,7.8,Good,3,0,441,34.2440587,-116.91018,California,United States,92315,us
"Artist Road #30, 2 Bedrooms, Fireplace, Pool Access, Washer/Dryer, Sleeps 4",Entire apartment,Santa Fe,9.0,Superb,3,0,430,-30.3154739,-61.1645076,Santa Fe,Argentina,,ar
"Island North 4A - Incredible ocean views, quiet and relaxing, located near Freeman Park condo",Entire apartment,Carolina Beach,8.5,Very good,1,0,561,34.0351727,-77.8935966,North Carolina,United States,28428,us
Bear Country Cabin,Entire holiday home,Big Bear City,7.6,Good,3,0,0,34.267886,-116.84859785319148,California,United States,92314,us
The Island Inn Condominiums by DC,Entire vill,Oak Bluffs,7.0,Good,3,0,388,41.4538523,-70.5684713,Massachusetts,United States,02557,us
Sea Breeze 305,Entire apartment,Gulf Shores,9.4,Superb,2,0,494,30.2711224,-87.6893826,Alabama,United States,36542,us
Hacienda del Sol II - 116,Entire apartment,New Smyrna Beach,,Exceptional,4,0,308,29.0258132,-80.9271271,Florida,United States,32168,us
Lake Chelan Resort Condo Pool and Hot Tub Access!,Entire apartment,Manson,8.5,Very good,2,0,427,42.5291439,-94.5341421,Iowa,United States,50563,us
Cottage near Overton Park W/ 5 Large Beds and SOFA,Entire holiday home,"University District, Memphis",9.5,Exceptional,6,0,263,35.1393168,-90.0313529,Tennessee,United States,38163,us
Majestic Sun 411B Home,Entire holiday home,"Miramar Beach, Destin",9.7,Exceptional,4,0,537,30.3776819,-86.3415734,Florida,United States,32550,us
Tides 611,Entire apartment,"Miramar Beach, Destin",,Exceptional,1,0,262,30.3776819,-86.3415734,Florida,United States,32550,us
Cozy Home Close to Downtown Tacoma,Entire holiday home,Tacoma,9.7,Exceptional,4,0,405,47.2495798,-122.439874,Washington,United States,98402,us
"Sand Pebbles A17 - Relax and unwind, Feel the sun on your shoulders and the ocean breezes in your hair, condo",Entire apartment,Carolina Beach,7.0,Good,1,0,334,34.0351727,-77.8935966,North Carolina,United States,28428,us
Snowbirds Retreat Walkable Destin Condo with View!,Entire apartment,Destin,9.5,Exceptional,2,0,183,30.3935337,-86.4957834,Florida,United States,32540,us
Thunder Island 75B condo,Entire apartment,"Midtown, Ocean City",8.5,Very good,1,0,429,38.3926679,-75.06488315,Maryland,United States,21842,us
Silverado I Building B Unit 204,Entire holiday home,Winter Park,8.6,Fabulous,2,0,163,28.5977707,-81.3510264,Florida,United States,32789,us
Charming Canyon Lake Cottage with Pool and BBQ Pit!,Entire holiday home,Canyon Lake,8.0,Very good,3,0,372,33.6836539,-117.262615,California,United States,92587,us
Boardwalk 2BR 3BA Condo by CozySuites,Entire apartment,Atlantic City,7.4,Good,5,0,240,39.3642852,-74.4229351,New Jersey,United States,08402,us
SeaCrest 511 condo,Entire apartment,Fort Walton Beach,,Exceptional,3,0,0,30.4057552,-86.618842,Florida,United States,32548,us
Greek Villa Vibes with Backyard - 1mi to Beach,Entire holiday home,Boynton Beach,8.6,Fabulous,3,0,0,26.5256179,-80.0666026,Florida,United States,33435,us
Luau I 7907,Entire apartment,"Miramar Beach, Destin",9.5,Exceptional,1,0,0,30.3776819,-86.3415734,Florida,United States,32550,us
Happy Bear #2053 by Big Bear Vacations,Entire holiday home,Big Bear Lake,,Exceptional,2,0,0,34.2440587,-116.91018,California,United States,92315,us
Newly Renovated Beach Condo with STUNNING Water Views! Monthly and Weekly Specials!,Entire holiday home,Carolina Beach,,Exceptional,4,0,0,34.0351727,-77.8935966,North Carolina,United States,28428,us
Sand of Time Cottage cottage,Entire holiday home,"East End, Galveston",,Exceptional,4,0,0,29.3046766,-94.7882922,Texas,United States,77550,us
539 Bay Street,Entire apartment,Traverse City,9.6,Exceptional,2,0,0,44.7606441,-85.6165301,Michigan,United States,49684,us
Cabool Cottage,Entire holiday home,Cabool,9.8,Exceptional,1,0,0,37.123941,-92.1012678,Missouri,United States,65689,us
Radiant Beach Block Condo Parking Patio,Entire apartment,Brigantine,,Exceptional,3,0,0,39.4101171,-74.3645906,New Jersey,United States,08203,us
HIB-C202 3 Pools Ocean View Free Tix 2BR,Entire apartment,Crescent Beach,7.7,Good,3,0,0,44.2380664,-64.4142153,Nova Scotia,Canada,B0R 1C0,ca
2BR Condo On The Boardwalk with 3 Baths CozySuites,Entire apartment,Atlantic City,7.0,Good,5,0,0,39.3642852,-74.4229351,New Jersey,United States,08402,us
Lazy Days Cottage - Amazing Views and Great Location! home,Entire holiday home,"East End, Galveston",8.0,Very good,4,0,0,29.3046766,-94.7882922,Texas,United States,77550,us
Bay Colony 773 - Upper,Entire apartment,Nisswa,9.5,Exceptional,4,0,0,46.5205224,-94.288609,Minnesota,United States,56468,us
2BR 3BA Beachfront Condo CozySuites at Showboat,Entire apartment,Atlantic City,8.2,Very good,5,0,0,39.3642852,-74.4229351,New Jersey,United States,08402,us
Inlet Reef 318 Destin Condo,Entire apartment,Destin,9.0,Superb,4,0,0,30.3935337,-86.4957834,Florida,United States,32540,us
Sandpiper Beachview Condos by Bender Vacation Rentals,Entire apartment,Gulf Shores,8.6,Fabulous,4,0,0,30.2711224,-87.6893826,Alabama,United States,36542,us
SeaCrest 413 condo,Entire apartment,Fort Walton Beach,8.0,Very good,3,0,0,30.4057552,-86.618842,Florida,United States,32548,us
Healing Hideaway by Pristine Properties,Entire apartment,Saint Joe Beach,9.0,Superb,1,0,0,29.902151,-85.3621418,Florida,United States,32456,us
Casa de las Palmas by Padre Getaways,Entire holiday home,South Padre Island,,Exceptional,3,0,0,26.1036887,-97.1646938,Texas,United States,78597,us
Unbelievable Condo Beach Block Parking,Entire holiday home,Brigantine,8.0,Very good,4,0,0,39.4101171,-74.3645906,New Jersey,United States,08203,us
Sunrise Village 101 Condo,Entire apartment,Gulf Shores,9.0,Superb,2,0,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Breezy Oceanfront Panama Beach Condo with Pool Access,Entire apartment,Panama City Beach,8.5,Very good,2,0,0,30.1765914,-85.805386,Florida,United States,32408,us
Sea Fever - Newly renovated OCEANFRONT second floor condo! Sunrises and sweeping views! condo,Entire apartment,Carolina Beach,7.5,Good,1,1047,0,34.0351727,-77.8935966,North Carolina,United States,28428,us
Vista Pines-234 by Big Bear Vacations,Entire holiday home,Big Bear Lake,8.0,Very good,3,2154,0,34.2440587,-116.91018,California,United States,92315,us
Tuscany on Taneycomo Condo,Entire apartment,Branson,7.0,Good,2,614,0,36.6411357,-93.2175285,Missouri,United States,65616,us
Sandpiper Cove 1082 Destin Condo,Entire apartment,Destin,,Exceptional,4,746,0,30.3935337,-86.4957834,Florida,United States,32540,us
Bay Colony 766 - lower,Entire apartment,Nisswa,9.5,Exceptional,4,643,0,46.5205224,-94.288609,Minnesota,United States,56468,us
Reel'Em Inn Condo,Entire apartment,Branson,8.5,Very good,2,566,0,36.6411357,-93.2175285,Missouri,United States,65616,us
Redfish Cottage,Entire holiday home,Santa Rosa Beach,9.6,Exceptional,3,663,0,30.3466423,-86.2307992,Florida,United States,32459,us
Beachside Two 4214,Entire apartment,"Miramar Beach, Destin",7.5,Good,1,820,0,30.3776819,-86.3415734,Florida,United States,32550,us
Slow M'Ocean,Entire apartment,Gulf Shores,7.0,Good,3,882,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Borders Lodge,Private suite,Beaver Creek,8.8,Fabulous,2,3395,0,39.6048786,-106.51500172410503,Colorado,United States,81260,us
Romantic Getaway - 2 BR Condo At Sugar Top Mountain With Mountain Views! condo,Entire apartment,Sugar Mountain,8.5,Very good,1,1524,0,44.2703396,-74.9599167,New York,United States,,us
Pathway to the Sea C202,Entire apartment,Corpus Christi,8.8,Fabulous,3,968,0,27.7635302,-97.4033191,Texas,United States,78404,us
Base Village Ski In-Out Luxury Condo #4375 Huge Hot Tub & Great Views - FREE Activities & Equipment Rentals Daily,Entire holiday home,Winter Park,7.0,Good,3,4280,0,28.5977707,-81.3510264,Florida,United States,32789,us
SeaCrest 509 condo,Entire apartment,Fort Walton Beach,9.0,Superb,3,685,0,30.4057552,-86.618842,Florida,United States,32548,us
SeaCrest 202 condo,Entire apartment,Fort Walton Beach,,Exceptional,3,787,0,30.4057552,-86.618842,Florida,United States,32548,us
Sea Palm 1D condo,Entire apartment,Fort Walton Beach,9.0,Superb,3,614,0,30.4057552,-86.618842,Florida,United States,32548,us
Luxury Pet Friendly Home In Houston Near All Downtown Attractions - 2707B,Entire apartment,Houston,8.5,Very good,3,555,0,29.7589382,-95.3676974,Texas,United States,77002,us
2 Blocks from Beach Parking,Entire apartment,Brigantine,7.0,Good,2,985,0,39.4101171,-74.3645906,New Jersey,United States,08203,us
South Bay By The Gulf 062 Townhouse,Entire holiday home,Destin,9.2,Superb,4,795,0,30.3935337,-86.4957834,Florida,United States,32540,us
Island Inn,Entire apartment,Oak Bluffs,8.3,Very good,4,759,0,41.4538523,-70.5684713,Massachusetts,United States,02557,us
Colony Club F3 condo,Entire apartment,Gulf Shores,8.0,Very good,2,336,0,30.2711224,-87.6893826,Alabama,United States,36542,us
SeaCrest 708 condo,Entire apartment,Fort Walton Beach,9.0,Superb,4,787,0,30.4057552,-86.618842,Florida,United States,32548,us
The Landmark Orcas Island,Entire apartment,Eastsound,8.8,Fabulous,2,0,0,48.696771,-122.9054625,Washington,United States,98245,us
Sugar Top Condos II,Entire apartment,Sugar Mountain,9.1,Superb,2,0,0,44.2703396,-74.9599167,New York,United States,,us
Moonridge Cottage-1817 by Big Bear Vacations,Entire holiday home,Big Bear Lake,8.0,Very good,2,0,0,34.2440587,-116.91018,California,United States,92315,us
The Palms at Seagrove,Entire apartment,Santa Rosa Beach,9.7,Exceptional,3,0,0,30.3466423,-86.2307992,Florida,United States,32459,us
Cozy Hollow - 1890 by Big Bear Vacations,Entire holiday home,Big Bear Lake,,Exceptional,3,0,0,34.2440587,-116.91018,California,United States,92315,us
Vivid Escape in Gulf Shores - Walk to the Beach!,Entire apartment,Gulf Shores,8.0,Very good,3,0,0,30.2711224,-87.6893826,Alabama,United States,36542,us
The Summit at Massanutten Resort by TripForth,Entire apartment,McGaheysville,8.6,Fabulous,4,0,0,38.3712399,-78.7322449,Virginia,United States,22840,us
Atol Quad #2 home,Entire holiday home,South Padre Island,,Exceptional,1,0,0,26.1036887,-97.1646938,Texas,United States,78597,us
The Palace at Kingston East,Entire apartment,Rexburg,9.9,Exceptional,2,0,408,43.8235163,-111.787022,Idaho,United States,83440,us
Island North 14C - 2nd row stunner! Relax in comfort after your days in the sun condo,Entire apartment,Carolina Beach,7.0,Good,1,0,257,34.0351727,-77.8935966,North Carolina,United States,28428,us
El Constante 208,Entire apartment,Corpus Christi,8.6,Fabulous,2,0,0,27.7635302,-97.4033191,Texas,United States,78404,us
Jumpin' Jack Frost,Entire holiday home,Lake Harmony,9.0,Superb,4,0,246,41.0605209,-75.5916339,Pennsylvania,United States,18624,us
Pinnacle,Entire apartment,Beech Mountain,7.1,Good,3,0,0,36.2090865,-81.8817963798302,North Carolina,United States,28604,us
108 West Morningside Townhouse,Entire apartment,South Padre Island,9.0,Superb,4,0,422,26.1036887,-97.1646938,Texas,United States,78597,us
SeaCrest 605 condo,Entire apartment,Fort Walton Beach,9.0,Superb,4,0,0,30.4057552,-86.618842,Florida,United States,32548,us
Live Oak Landing,2 entire bungalow,Freeport,9.1,Superb,2,0,0,42.2966861,-89.6212271,Illinois,United States,61032,us
River Romance,Entire holiday home,Sylva,8.1,Very good,3,0,0,35.3737111,-83.2259803,North Carolina,United States,28779,us
Barefoot Cottages #B10,Entire holiday home,Highland View,9.4,Superb,5,0,0,40.8817975,-96.743984,Nebraska,United States,68531,us
Smoky Mountain Moondance,Entire holiday home,Bryson City,9.7,Exceptional,1,0,0,35.4309291,-83.447381,North Carolina,United States,28713,us
Little River Resort,Entire apartment,Pinehurst,7.7,Good,5,0,0,30.1071543,-93.7746117,Texas,United States,77630,us
Unplugged Mountain Retreat,Entire holiday home,Ellijay,8.5,Very good,3,0,0,34.6950278,-84.4827394,Georgia,United States,30540,us
Pili Mai,Private suite,Kipu,9.5,Exceptional,4,0,0,21.9504052,-159.4211843,Hawaii,United States,96715,us
Sunset Penthouse Condo,Entire apartment,Branson,9.8,Exceptional,2,0,0,36.6411357,-93.2175285,Missouri,United States,65616,us
Island Royale P504 Condo,Entire apartment,Gulf Shores,9.5,Exceptional,3,0,0,30.2711224,-87.6893826,Alabama,United States,36542,us
Flaming Gorge Resort,2 private suite,Dutch John,8.0,Very good,2,0,0,40.9295478,-109.391282,Utah,United States,84023,us
Dolphin Point Condo 202A Condo,Entire apartment,Destin,9.2,Superb,4,0,0,30.3935337,-86.4957834,Florida,United States,32540,us
Luxury new Home/Museum/Med. Ctr/dwn twn*FAMILIES,Entire apartment,Houston,,Exceptional,3,0,0,29.7589382,-95.3676974,Texas,United States,77002,us
Holiday Surf & Racquet Club 510,Entire apartment,Destin,9.5,Exceptional,2,0,0,30.3935337,-86.4957834,Florida,United States,32540,us
South Bay Inn,Entire apartment,Anna Maria,8.5,Very good,4,0,0,6.7337014,-58.1342698,Demerara-Mahaica,Guyana,,gy
Catalina Creekside Cabin 372,Entire holiday home,Big Bear Lake,9.7,Exceptional,2,0,0,34.2440587,-116.91018,California,United States,92315,us
Hollywood Beach Tower by Capital Vacations,2 entire apartment,"Hollywood Beach, Hollywood",7.4,Good,2,0,0,26.0281452,-80.1142111,Florida,United States,33019,us
Beach House Condo Unit #302,Entire apartment,South Padre Island,8.0,Very good,3,0,0,26.1036887,-97.1646938,Texas,United States,78597,us
Holiday Surf & Racquet 614 Condo,Entire apartment,Destin,9.5,Exceptional,4,0,0,30.3935337,-86.4957834,Florida,United States,32540,us
Harbor Watch with Boat Slip condo,Entire apartment,Carolina Beach,8.0,Very good,1,0,0,34.0351727,-77.8935966,North Carolina,United States,28428,us
Bay Colony Unit 771 - Upper Level,Entire apartment,Nisswa,,Exceptional,1,0,0,46.5205224,-94.288609,Minnesota,United States,56468,us
Royal Oak 111 Condo,Entire apartment,Blowing Rock,8.3,Very good,3,0,0,36.1350245,-81.6777907,North Carolina,United States,28605,us
Hollowed Branch Hideaway Condo,Entire apartment,Branson,,Exceptional,2,0,0,36.6411357,-93.2175285,Missouri,United States,65616,us
Cabin #1 - Cedar Village cabin,Entire holiday home,Carp Lake,,Exceptional,3,0,0,45.697234,-84.750049,Michigan,United States,49718,us
Escape to Hilton Head! Two Bedroom Villa Just A Short Walk To Beach! villa,Entire vill,Hilton Head Island,8.0,Very good,4,0,0,32.1618488,-80.7512616,South Carolina,United States,29928,us
Village by the Beach P903K,Entire vill,Corpus Christi,9.0,Superb,6,0,0,27.7635302,-97.4033191,Texas,United States,78404,us
Charmer-King Bd/Soaker Tub/Air Hockey on Quiet St!,Entire holiday home,Kansas City,,Exceptional,5,0,0,39.100105,-94.5781416,Missouri,United States,,us
SeaCrest 211 condo,Entire apartment,Fort Walton Beach,9.5,Exceptional,3,0,0,30.4057552,-86.618842,Florida,United States,32548,us
Shoreline Towers 1063 Condo,Entire apartment,Destin,,Exceptional,3,0,382,30.3935337,-86.4957834,Florida,United States,32540,us
The Ingrid Apt #8 - Fresh and Simple 2bd with WiFi,Entire apartment,Hamilton,9.5,Exceptional,3,0,0,43.2560802,-79.8728583,Ontario,Canada,L8P 1H1,ca
Inlet Reef Condo 316 Condo,Entire apartment,Destin,9.5,Exceptional,4,0,423,30.3935337,-86.4957834,Florida,United States,32540,us
Mermaid Manor Cottage,Entire holiday home,"North Myrtle Beach, Myrtle Beach",,Exceptional,4,0,0,33.81478475,-78.67986991215972,South Carolina,United States,29582,us
Harbour Island 402L home,Entire apartment,"Boardwalk, Ocean City",,Exceptional,1,518,0,39.2679447,-74.586521,New Jersey,United States,08226,us
The Globe Inn,Private suite,East Greenville,9.1,Superb,1,766,0,40.4064882,-75.5018479,Pennsylvania,United States,18041,us
Massanutten's Regal Vistas by TripForth,Entire apartment,McGaheysville,8.8,Fabulous,1,1808,0,38.3712399,-78.7322449,Virginia,United States,22840,us
Colony Club U3,Entire apartment,Gulf Shores,9.0,Superb,2,606,0,30.2711224,-87.6893826,Alabama,United States,36542,us
The Anna Maria Island Beach Palms 7A,Entire apartment,Bradenton Beach,8.0,Very good,4,1305,0,27.4682554,-82.6995822,Florida,United States,34217,us
Restful hangout,Entire apartment,Bullhead City,,Exceptional,1,385,0,35.1477774,-114.568298,Arizona,United States,86429,us
Island Club of Hilton Head by TS,Entire apartment,Hilton Head Island,,Exceptional,3,2737,0,32.1618488,-80.7512616,South Carolina,United States,29928,us
The Landmark Orcas Island,Entire apartment,Eastsound,8.8,Fabulous,2,809,0,48.696771,-122.9054625,Washington,United States,98245,us
Sugar Top Condos II,Entire apartment,Sugar Mountain,9.1,Superb,2,985,0,44.2703396,-74.9599167,New York,United States,,us
Moonridge Cottage-1817 by Big Bear Vacations,Entire holiday home,Big Bear Lake,8.0,Very good,2,2697,0,34.2440587,-116.91018,California,United States,92315,us
The Palms at Seagrove,Entire apartment,Santa Rosa Beach,9.7,Exceptional,3,653,0,30.3466423,-86.2307992,Florida,United States,32459,us
Cozy Hollow - 1890 by Big Bear Vacations,Entire holiday home,Big Bear Lake,,Exceptional,3,2301,0,34.2440587,-116.91018,California,United States,92315,us
Vivid Escape in Gulf Shores - Walk to the Beach!,Entire apartment,Gulf Shores,8.0,Very good,3,509,0,30.2711224,-87.6893826,Alabama,United States,36542,us
The Summit at Massanutten Resort by TripForth,Entire apartment,McGaheysville,8.6,Fabulous,4,1420,0,38.3712399,-78.7322449,Virginia,United States,22840,us
The Palace at Kingston East,Entire apartment,Rexburg,9.9,Exceptional,2,1031,0,43.8235163,-111.787022,Idaho,United States,83440,us
Island North 14C - 2nd row stunner! Relax in comfort after your days in the sun condo,Entire apartment,Carolina Beach,7.0,Good,1,845,0,34.0351727,-77.8935966,North Carolina,United States,28428,us
El Constante 208,Entire apartment,Corpus Christi,8.6,Fabulous,2,2336,0,27.7635302,-97.4033191,Texas,United States,78404,us
Jumpin' Jack Frost,Entire holiday home,Lake Harmony,9.0,Superb,4,928,0,41.0605209,-75.5916339,Pennsylvania,United States,18624,us
Pinnacle,Entire apartment,Beech Mountain,7.1,Good,3,803,0,36.2090865,-81.8817963798302,North Carolina,United States,28604,us
108 West Morningside Townhouse,Entire apartment,South Padre Island,9.0,Superb,4,800,0,26.1036887,-97.1646938,Texas,United States,78597,us
